Created,Title,Content
3/14/17,Man&#39;s Search for Himself,"But no matter how much one argues for the deterministic viewpoint, he still must grant that there is a margin in which the alive human being can be aware of what is determining him"
3/14/17,Man&#39;s Search for Himself,"They are the ones who not only achieve physical health, but who also are ultimately enlarged, enriched and strengthened by the experience of having had the disease. They affirm their elemental freedom to know and to mold deterministic events; they meet a severely deterministic fact with freedom"
3/14/17,Man&#39;s Search for Himself,"Since one is free to die, he is free also to live. The mass patterns of routine are broken: he no longer exists as an accidental result of his parents having conceived him, of his growing up and living as an infinitesimal item on the treadmill of cause-and-effect, marrying, begetting new children, growing old and dying"
3/14/17,Man&#39;s Search for Himself,"Freedom is thus shown in how we relate to the deterministic realities of life. If you set out to write a sonnet, you run up against all kinds of recalcitrant realities in the laws of rhyme and scanning, and in the necessity of fitting words together; or if you build a house, you confront all kinds of determining elements in"
3/14/17,Man&#39;s Search for Himself,"We would emphasize again that the actual process of these partial psychological suicides is much more complex than these illustrations imply. Actually some people—perhaps most people—move in the opposite direction when they have to renounce a demand: they retreat, constrict their lives and become less free. But we wish only to make clear that there is a positive aspect to partial suicide, and that the dying of one attitude or need may be the other side of the birth of something new (which is a law of growth in nature not at all limited to human beings)"
2/19/17,Writing Down the Bones: Freeing the Writer Within,Why? isnt a good question
2/19/17,Writing Down the Bones: Freeing the Writer Within,settle the self on the self
2/19/17,Writing Down the Bones: Freeing the Writer Within,Anything we fully do is an alone journey
2/19/17,Writing Down the Bones: Freeing the Writer Within,When you work that fast there is a real loss of control
2/19/17,Writing Down the Bones: Freeing the Writer Within,You have to give yourself the space to write a lot without a destination
2/19/17,Writing Down the Bones: Freeing the Writer Within,"Loneliness always has a bite, but learn to stand up in it and not be tossed away"
2/19/17,Writing Down the Bones: Freeing the Writer Within,"Trust in what you love, continue to do it, and it will take you where you need to go"
2/19/17,Writing Down the Bones: Freeing the Writer Within,"Writing is deeper than therapy. You write through your pain, and even your suffering must be written out and let go of"
2/19/17,Writing Down the Bones: Freeing the Writer Within,"What is important is not just what you do—I am writing a book—but how you do it, how you approach it, and what you come to value"
2/19/17,Writing Down the Bones: Freeing the Writer Within,With the writing booth there is the opportunity to be a great warrior: you must let go of everything as you write and then in handing it over to the customer
2/19/17,Writing Down the Bones: Freeing the Writer Within,"Her TV was broken and she called the repairman. It took him four visits to fix the screen. But you knew even before he came the first time what was wrong. He could have brought the correct tube and fixed it immediately. She looked at me in astonishment. Yes, but then we couldnt have had a relationship, sat and drunk tea and discussed the progress of the repairs. Of course, the goal is not to fix a machine but to have relationships"
2/16/17,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Incerto Book 1),"Unless you have confidence in the rulers reliability, if you use a ruler to measure a table you may also be using the table to measure the ruler"
2/16/17,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Incerto Book 1),All my life I have suffered the conflict between my love of literature and poetry and my profound allergy to most teachers of literature and critics
2/16/17,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Incerto Book 1),"We are still very close to our ancestors who roamed the savannah. The formation of our beliefs is fraught with superstitions—even today (I might say, especially today)"
2/16/17,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Incerto Book 1),"conditional information: Unless the source of the statement has extremely high qualifications, the statement will be more revealing of the author than the information intended by him"
2/16/17,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Incerto Book 1),In addition we seem to have evidence that what is called courage comes from an underestimation of the share of randomness in things rather than the more noble ability to stick ones neck out for a given belief
2/16/17,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Incerto Book 1),"The epiphany I had in my career in randomness came when I understood that I was not intelligent enough, nor strong enough, to even try to fight my emotions. Besides, I believe that I need my emotions to formulate my ideas and get the energy to execute them"
2/5/17,The Intimate Act Of Choreography,"A phrase is the smallest and simplest unit of form. It is a short but complete unit in that it has a beginning, middle, and end"
1/16/17,The Great Diaghilev,his on the whole benevolent dictatorship at an end
1/16/17,The Great Diaghilev,as we shall see where at least two of them were concerned
1/16/17,The Great Diaghilev,"But then a single voice was heard, demanding that the others have some backbone"
1/16/17,The Great Diaghilev,he was infuriated by unnecessary elaboration and terrified of boring his audiences
1/16/17,The Great Diaghilev,"(Never was the system and cult of the wrong note practised with so much industry, zeal and fury, wrote the composer Pierre Lalo in Le Temps.)"
1/16/17,The Great Diaghilev,"Somebody was asking Nijinsky if it was difficult to stay in the air as he did while jumping; he did not understand at first, and then very obligingly: No! No! not difficult. You have to go up and then pause a little up there . . "
1/16/17,The Great Diaghilev,"Late that night Diaghilev and Chaliapin, unable to sleep, paced the boulevards around the centre of Paris, talking incoherently to and at each other: Weve done something tonight, the singer kept saying. Weve really done something. I dont know what it is, but weve really done it"
12/29/16,The Charisma Myth: How Anyone Can Master the Art and Science of Personal Magnetism,"Charismatic people impact the world, whether theyre starting new projects, new companies, or new empires"
